"Brand Name","Location Name","Sweep Id","Promotion Name","Date of promotion created","Date of Entry created","Promotion URL",Email,newsletter_subscribed
Brand1,-NA-,5326,"CST 1AM Viral Sweeps ","2014-08-08 01:50:57","2014-08-08 01:53:18",http://bit.ly/V2ZeUB,vamshikurra@gmail.com,1
Brand1,-NA-,5326,"CST 1AM Viral Sweeps ","2014-08-08 01:50:57","2014-08-08 01:53:18",http://bit.ly/V2ZeUB,vamshikurra@gmail.com,1
Brand1,-NA-,5326,"CST 1AM Viral Sweeps ","2014-08-08 01:50:57","2014-08-08 01:53:18",http://bit.ly/V2ZeUB,vamshikurra@gmail.com,1
Brand1,-NA-,5326,"CST 1AM Viral Sweeps ","2014-08-08 01:50:57","2014-08-08 01:53:18",http://bit.ly/V2ZeUB,vamshikurra@gmail.com,1
Brand1,-NA-,5326,"CST 1AM Viral Sweeps ","2014-08-08 01:50:57","2014-08-08 01:53:18",http://bit.ly/V2ZeUB,vamshikurra@gmail.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:33:21",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:33:21",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:33:21",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:33:21",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:16:39",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:16:39",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:16:39",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location1,5477,"Viral trivia ","2014-10-01 05:06:33","2014-10-01 05:16:39",http://bit.ly/1rtK493,A@a.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:13:10",http://bit.ly/1mFPA6Y,vamshi@votigo.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:11:55",http://bit.ly/1mFPA6Y,vamshikurra@gmail.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:11:55",http://bit.ly/1mFPA6Y,vamshikurra@gmail.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:11:55",http://bit.ly/1mFPA6Y,vamshikurra@gmail.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:11:55",http://bit.ly/1mFPA6Y,vamshikurra@gmail.com,1
Brand1,Brand1-Location2,5461,"Viral sweep","2014-09-29 05:04:54","2014-09-29 05:11:55",http://bit.ly/1mFPA6Y,vamshikurra@gmail.com,1
<a href='/samples/getLivenationNewsletterSubscribedReport/2'> Click here to Export Next Page</a>
